idTaxon,Famille,Genre,espece
2939,Putranjivaceae,Drypetes,variabilis
2950,Euphorbiaceae,Hevea,guianensis
2967,Euphorbiaceae,Mabea,speciosa
3028,Euphorbiaceae,Sagotia,racemosa
3191,Fabaceae,Hymenolobium,excelsum
3273,Fabaceae,Poecilanthe,effusa
3277,Fabaceae,Pterocarpus,officinalis
3278,Fabaceae,Paramachaerium,ormosioides
3309,Fabaceae,Vatairea,erythrocarpa
3310,Fabaceae,Vatairea,guianensis
3345,Ebenaceae,Diospyros,carbonaria
3345,Salicaceae,Casearia,javitensis
3361,Salicaceae,Laetia,procera
3546,Burseraceae,Protium,opacum
3546,Linaceae,Hebepetalum,humiriifolium
3253,Fabaceae,Andira,coriacea
3255,Fabaceae,Ormosia,coutinhoi
3264,Fabaceae,Paramachaerium,ormosioides
3312,Fabaceae,Vataireopsis,surinamensis
3348,Salicaceae,Casearia,pitumba
3546,Chrysobalanaceae,Licania,alba
3546,Indet.,Indet.Indet.,Indet.
3551,Humiriaceae,Humiria,balsamifera
3648,Lauraceae,Aniba,citrifolia
3651,Lauraceae,Aniba,hostmanniana
3656,Lauraceae,Aniba,panurensis
3689,Lauraceae,Licaria,chrysophylla
3691,Lauraceae,Licaria,guianensis
3729,Lauraceae,Ocotea,floribunda
3729,Lauraceae,Ocotea,oblonga
3743,Lauraceae,Ocotea,puberula
3752,Lauraceae,Ocotea,tomentella
3782,Lecythidaceae,Eschweilera,sagotiana
3789,Lecythidaceae,Eschweilera,parviflora
3791,Lecythidaceae,Eschweilera,sagotiana
3802,Lecythidaceae,Gustavia,hexapetala
3812,Indet.,Indet.Indet.,Indet.
3812,Lecythidaceae,Lecythis,idatimon
3812,Lecythidaceae,Lecythis,persistens
4016,Malpighiaceae,Byrsonima,laevigata
4345,Melastomataceae,Henriettea,succosa
4348,Indet.,Indet.Indet.,Indet.
4348,Melastomataceae,Miconia,tschudyoides
4371,Melastomataceae,Loreya,mespiloides
4459,Melastomataceae,Miconia,mirabilis
4471,Melastomataceae,Miconia,prasina
4565,Melastomataceae,Votomita,guianensis
4569,Meliaceae,Carapa,guianensis
4571,Meliaceae,Cedrela,odorata
4577,Meliaceae,Guarea,pubescens
4578,Meliaceae,Guarea,guidonia
4592,Meliaceae,Trichilia,euneura
4597,Meliaceae,Trichilia,micrantha
4602,Meliaceae,Trichilia,quadrijuga
4604,Burseraceae,Tetragastris,altissima
4605,Meliaceae,Trichilia,septentrionalis
4663,Fabaceae,Abarema,jupunba
4703,Fabaceae,Enterolobium,oldemanii
4717,Fabaceae,Inga,capitata
4718,Fabaceae,Inga,cayennensis
4720,Fabaceae,Inga,crassiflora
4723,Fabaceae,Inga,edulis
4724,Fabaceae,Inga,fanchoniana
4727,Fabaceae,Inga,graciliflora
4736,Fabaceae,Inga,loubryana
4738,Fabaceae,Inga,lomatophylla
4742,Fabaceae,Inga,nobilis
4745,Fabaceae,Inga,paraensis
4747,Fabaceae,Inga,pezizifera
4755,Fabaceae,Inga,sertulifera
4760,Fabaceae,Inga,thibaudiana
4762,Fabaceae,Inga,umbellifera
4806,Fabaceae,Parkia,velutina
4823,Fabaceae,Stryphnodendron,polystachyum
4839,Fabaceae,Zygia,tetragona
4871,Moraceae,Ficus,amazonica
4915,Moraceae,Naucleopsis,guianensis
4927,Moraceae,Brosimum,rubescens
4938,Myristicaceae,Iryanthera,Indet.
4944,Myristicaceae,Virola,michelii
5099,Myrtaceae,Myrcia,amazonica
5103,Salicaceae,Casearia,commersoniana
5203,Ochnaceae,Elvasia,elvasioides
5219,Ochnaceae,Ouratea,decagyna
5228,Ochnaceae,Ouratea,guianensis
5290,Olacaceae,Minquartia,guianensis
6761,Proteaceae,Euplassa,pinnata
6764,Proteaceae,Panopsis,sessilifolia
6785,Ochnaceae,Quiina,obovata
6791,Ochnaceae,Touroulia,guianensis
6849,Rosaceae,Prunus,myrtifolia
6919,Rubiaceae,Coussarea,racemosa
6939,Rubiaceae,Duroia,longiflora
7378,Rutaceae,Zanthoxylum,ekmanii
7416,Sapindaceae,Matayba,opaca
7491,Sapindaceae,Talisia,microphylla
7501,Sapindaceae,Talisia,simaboides
7515,Sapotaceae,Chrysophyllum,argenteum
7524,Sapotaceae,Chrysophyllum,sanguinolentum
7533,Sapotaceae,Ecclinusa,ramiflora
7538,Indet.,Indet.Indet.,Indet.
7547,Sapotaceae,Micropholis,egensis
7549,Sapotaceae,Micropholis,guyanensis
7549,Sapotaceae,Micropholis,venulosa
7551,Sapotaceae,Micropholis,longipedicellata
7552,Sapotaceae,Micropholis,egensis
7554,Sapotaceae,Micropholis,obscura
7554,Sapotaceae,Micropholis,venulosa
7570,Indet.,Indet.Indet.,Indet.
7570,Sapotaceae,Pouteria,cladantha
7571,Sapotaceae,Chromolucuma,congestifolia
3,Euphorbiaceae,Sagotia,Indet.
5,Rubiaceae,Coussarea,hallei
6,Vochysiaceae,Ruizterania,Indet.
7,Apocynaceae,Couma,Indet.
10,Anacardiaceae,Astronium,ulei
22,Annonaceae,Annona,prevostiae
32,Annonaceae,Duguetia,eximia
38,Annonaceae,Guatteria,anthracina
40,Annonaceae,Guatteria,conspicua
42,Annonaceae,Guatteria,foliosa
54,Fabaceae,Inga,capitata_form1
59,Annonaceae,Tetrameranthus,Indet.
67,Annonaceae,Xylopia,frutescens
112,Arecaceae,Oenocarpus,bataua
127,Boraginaceae,Cordia,bicolor
136,Anacardiaceae,Thyrsodium,puberulum
142,Annonaceae,Anaxagorea,dolichocarpa
146,Annonaceae,Annona,ambotay
162,Burseraceae,Crepidospermum,goudotianum
171,Burseraceae,Protium,cuneatum
174,Burseraceae,Protium,divaricatum
187,Annonaceae,Duguetia,surinamensis
195,Burseraceae,Protium,strumosum
196,Burseraceae,Tetragastris,hostmannii
205,Rubiaceae,Faramea,sp.3
226,Marcgraviaceae,Marcgravia,Indet.
227,Fabaceae,Mimosa,guilandinae
233,Annonaceae,Oxandra,asbeckii
240,Annonaceae,Guatteria,anteridifera
248,Annonaceae,Unonopsis,perrottetii
255,Annonaceae,Xylopia,crinita
260,Annonaceae,Xylopia,nitida
260,Annonaceae,Xylopia,surinamensis
260,Ebenaceae,Diospyros,carbonaria
262,Annonaceae,Xylopia,pulcherrima
267,Chrysobalanaceae,Couepia,excelsa
275,Apocynaceae,Aspidosperma,excelsum
287,Chrysobalanaceae,Hirtella,bicornis var. bicornis
291,Indet.,Indet.Indet.,Indet.
293,Chrysobalanaceae,Hirtella,glandistipula
295,Fabaceae,Tachigali,sp.1
296,Chrysobalanaceae,Hirtella,macrosepala
307,Apocynaceae,Himatanthus,articulatus
312,Chrysobalanaceae,Licania,discolor
317,Apocynaceae,Lacmellea,aculeata
321,Chrysobalanaceae,Licania,irwinii
323,Apocynaceae,Macoubea,guianensis
329,Chrysobalanaceae,Licania,minutiflora
354,Clusiaceae,Clusia,fockeana
356,Apocynaceae,Parahancornia,fasciculata
366,Clusiaceae,Symphonia,sp.1
369,Clusiaceae,Tovomita,gazelii
372,Elaeocarpaceae,Sloanea,sp.21(DS)
375,Clusiaceae,Tovomita,macrophylla
379,Clusiaceae,Tovomita,sp.2CAY-ATDN
387,Apocynaceae,Tabernaemontana,flavicans
395,Clusiaceae,Tovomita,sp.P4
396,Apocynaceae,Tabernaemontana,undulata
397,Clusiaceae,Tovomita,sp.P6
404,Aquifoliaceae,Ilex,inundata
421,Dichapetalaceae,Tapura,amazonica
426,Ebenaceae,Diospyros,dichroa
442,Elaeocarpaceae,Sloanea,sp.1
508,Elaeocarpaceae,Sloanea,tuerckheimii
515,Erythroxylaceae,Erythroxylum,ligustrinum
520,Euphorbiaceae,Alchornea,discolor
545,Euphorbiaceae,Micrandra,elata
548,Euphorbiaceae,Pausandra,fordii
568,Fabaceae,Albizia,pedicellaris
577,Arecaceae,Astrocaryum,paramaca
579,Arecaceae,Astrocaryum,sciophilum
622,Indet.,Indet.Indet.,Indet.
664,Arecaceae,Socratea,exorrhiza
671,Fabaceae,Inga,jenmanii
677,Fabaceae,Inga,loubryana
682,Fabaceae,Inga,nouragensis
696,Fabaceae,Inga,sp.B2
730,Fabaceae,Macrolobium,guianense
741,Fabaceae,Ormosia,melanocarpa
742,Fabaceae,Ormosia,nobilis
745,Fabaceae,Ormosia,stipularis
874,Lauraceae,Aniba,megaphylla
877,Lauraceae,Aniba,terminalis
879,Lauraceae,Ocotea,amplifolia
970,Lauraceae,Licaria,debilis
971,Lauraceae,Licaria,martiniana
973,Lauraceae,Licaria,rufotomentosa
981,Lauraceae,Nectandra,globosa
986,Lauraceae,Ocotea,ceanothifolia
989,Lauraceae,Ocotea,cujumary
997,Lauraceae,Ocotea,nigra
1017,Lauraceae,Rhodostemonodaphne,elephantopus
1031,Lecythidaceae,Eschweilera,apiculata
1041,Lecythidaceae,Eschweilera,wachenheimii
3505,Ochnaceae,Touroulia,guianensis
3580,Stemonuraceae,Discophora,guianensis
3592,Icacinaceae,Poraqueiba,guianensis
3611,Lacistemataceae,Lacistema,aggregatum
3661,Lauraceae,Aniba,rosaeodora
3664,Lauraceae,Aniba,williamsii
3750,Lauraceae,Ocotea,splendens
3752,Indet.,Indet.Indet.,Indet.
3766,Lecythidaceae,Couratari,calycina
3767,Lecythidaceae,Couratari,gloriosa
3768,Lecythidaceae,Couratari,oblongifolia
3769,Lecythidaceae,Couratari,multiflora
3781,Lecythidaceae,Eschweilera,congestiflora
3783,Lecythidaceae,Eschweilera,decolorans
3786,Lecythidaceae,Eschweilera,grandiflora
3788,Lecythidaceae,Eschweilera,micrantha
3788,Lecythidaceae,Eschweilera,sagotiana
3791,Lecythidaceae,Eschweilera,pedicellata
3808,Lecythidaceae,Lecythis,corrugata
3811,Lecythidaceae,Lecythis,idatimon
3999,Malpighiaceae,Byrsonima,aerugo
4009,Sapindaceae,Talisia,hexaphylla
4437,Melastomataceae,Miconia,fragilis
4449,Melastomataceae,Miconia,lepidota
4449,Melastomataceae,Miconia,tschudyoides
4458,Melastomataceae,Miconia,minutiflora
4468,Melastomataceae,Miconia,plukenetii
4469,Melastomataceae,Miconia,poeppigii
4511,Melastomataceae,Mouriri,crassifolia
4520,Melastomataceae,Mouriri,nigra
4569,Meliaceae,Carapa,surinamensis
4577,Meliaceae,Guarea,grandifolia
4578,Meliaceae,Guarea,pubescens
4579,Meliaceae,Guarea,kunthiana
4586,Meliaceae,Guarea,silvatica
4667,Fabaceae,Abarema,mataybifolia
4695,Fabaceae,Cedrelinga,cateniformis
4710,Fabaceae,Inga,alba
4736,Fabaceae,Inga,leiocalycina
4739,Fabaceae,Inga,longipedunculata
4749,Fabaceae,Inga,poeppigiana
4752,Fabaceae,Inga,rubiginosa
4753,Fabaceae,Inga,sarmentosa
4761,Fabaceae,Inga,tubiformis
4763,Olacaceae,Chaunochiton,kappleri
4802,Fabaceae,Parkia,Indet.
4803,Fabaceae,Parkia,pendula
4805,Fabaceae,Parkia,ulei
4818,Fabaceae,Pseudopiptadenia,suaveolens
4821,Fabaceae,Stryphnodendron,guianense
4851,Siparunaceae,Siparuna,guianensis
4855,Moraceae,Bagassa,guianensis
4860,Moraceae,Brosimum,guianense
4863,Moraceae,Helicostylis,tomentosa
4908,Moraceae,Helicostylis,pedunculata
4912,Moraceae,Maquira,guianensis
4927,Moraceae,Trymatococcus,oligandrus
4938,Myristicaceae,Iryanthera,sagotiana
4941,Myristicaceae,Osteophloeum,platyspermum
5020,Myrtaceae,Eugenia,anastomosans
5067,Myrtaceae,Eugenia,pseudopsidium
5075,Myrtaceae,Eugenia,tetramera
6840,Rhizophoraceae,Cassipourea,guianensis
6863,Rubiaceae,Amaioua,guianensis
6863,Rubiaceae,Duroia,longiflora
6887,Rubiaceae,Chimarrhis,turbinata
6918,Rubiaceae,Coussarea,paniculata
6934,Rubiaceae,Duroia,aquatica
6935,Rubiaceae,Duroia,eriopila
7382,Rutaceae,Zanthoxylum,pentandrum
7399,Sapindaceae,Cupania,hirsuta
7487,Sapindaceae,Talisia,hexaphylla
7497,Sapindaceae,Talisia,praealta
7504,Sapindaceae,Talisia,squarrosa
7505,Sapindaceae,Talisia,hexaphylla
7518,Sapotaceae,Chrysophyllum,cuneifolium
7520,Sapotaceae,Chrysophyllum,lucentifolium
7541,Sapotaceae,Manilkara,huberi
7562,Sapotaceae,Pouteria,bangii
7566,Sapotaceae,Pouteria,caimito
7577,Sapotaceae,Pouteria,decorticans
7580,Sapotaceae,Micropholis,obscura
7591,Sapotaceae,Pouteria,grandis
7610,Sapotaceae,Pouteria,rodriguesiana
7612,Sapotaceae,Ecclinusa,guianensis
7616,Sapotaceae,Pouteria,torta
7619,Sapotaceae,Pouteria,venosa
7629,Sapotaceae,Sarcaulus,brasiliensis
7682,Euphorbiaceae,Maprounea,guianensis
7685,Simaroubaceae,Simaba,morettii
7817,Malvaceae,Sterculia,pruriens
7826,Malvaceae,Theobroma,velutinum
7844,Symplocaceae,Symplocos,martinicensis
7574,Sapotaceae,Pouteria,cuspidata
7594,Sapotaceae,Pouteria,jariensis
7812,Malvaceae,Sterculia,frondosa
7815,Malvaceae,Sterculia,multiovula
7822,Malvaceae,Theobroma,subincanum
7838,Styracaceae,Styrax,pallidus
7881,Malvaceae,Apeiba,petoumo
7883,Malvaceae,Apeiba,tibourbou
8005,Lamiaceae,Vitex,triflora
8028,Violaceae,Rinorea,bahiensis
8085,Vochysiaceae,Erisma,uncinatum
8099,Vochysiaceae,Qualea,rosea
8232,Euphorbiaceae,Alchornea,Indet.
8260,Anacardiaceae,Anacardium,Indet.
8260,Anacardiaceae,Anacardium,spruceanum
8289,Malvaceae,Apeiba,glabra
8367,Fabaceae,Bocoa,prouacensis
8397,Indet.,Indet.Indet.,Indet.
8445,Calophyllaceae,Caraipa,densifolia
8445,Calophyllaceae,Caraipa,Indet.
8446,Meliaceae,Carapa,Indet.
8446,Meliaceae,Carapa,surinamensis
8469,Urticaceae,Cecropia,Indet.
8587,Lecythidaceae,Corythophora,Indet.
8598,Rubiaceae,Coussarea,Indet.
8671,Fabaceae,Dialium,Indet.
8704,Fabaceae,Dipteryx,Indet.
8727,Rubiaceae,Duroia,longiflora
8730,Sapotaceae,Ecclinusa,Indet.
8761,Fabaceae,Enterolobium,Indet.
8762,Fabaceae,Eperua,falcata
8779,Malvaceae,Eriotheca,globosa
8779,Malvaceae,Eriotheca,Indet.
8788,Lecythidaceae,Eschweilera,Indet.
8869,Indet.,Indet.Indet.,Indet.
8910,Indet.,Indet.Indet.,Indet.
8915,Apocynaceae,Couma,guianensis
8944,Fabaceae,Hymenaea,courbaril
8958,Aquifoliaceae,Ilex,Indet.
8962,Fabaceae,Inga,loubryana
8968,Myristicaceae,Iryanthera,Indet.
9010,Ochnaceae,Lacunaria,Indet.
9028,Lecythidaceae,Lecythis,idatimon
9028,Lecythidaceae,Lecythis,Indet.
9067,Melastomataceae,Loreya,Indet.
9178,Sapotaceae,Micropholis,venulosa
9219,Myrtaceae,Myrcia,Indet.
9231,Moraceae,Naucleopsis,Indet.
9235,Nyctaginaceae,Neea,Indet.
9329,Chrysobalanaceae,Parinari,Indet.
9342,Indet.,Indet.Indet.,Indet.
9406,Fabaceae,Platymiscium,Indet.
9445,Urticaceae,Pourouma,minor
9477,Malvaceae,Sterculia,pruriens
9487,Malvaceae,Quararibea,Indet.
9491,Ochnaceae,Quiina,Indet.
9572,Sapotaceae,Sarcaulus,Indet.
9628,Simaroubaceae,Simaba,Indet.
9639,Elaeocarpaceae,Sloanea,Indet.
9687,Indet.,Indet.Indet.,Indet.
9687,Lecythidaceae,Eschweilera,sagotiana
9687,Malvaceae,Sterculia,Indet.
9706,Fabaceae,Swartzia,Indet.
9711,Clusiaceae,Symphonia,Indet.
9730,Anacardiaceae,Tapirira,Indet.
9732,Dichapetalaceae,Tapura,Indet.
9739,Combretaceae,Terminalia,Indet.
9747,Malvaceae,Theobroma,Indet.
9834,Fabaceae,Vatairea,Indet.
9848,Vochysiaceae,Ruizterania,albiflora
9884,Rutaceae,Zanthoxylum,Indet.
10982,Malvaceae,Sterculia,excelsa
33445,Anacardiaceae,Indet.Anacardiaceae,Indet.
33447,Annonaceae,Indet.Annonaceae,Indet.
33453,Arecaceae,Indet.Arecaceae,Indet.
33462,Bignoniaceae,Indet.Bignoniaceae,Indet.
33485,Celastraceae,Indet.Celastraceae,Indet.
33492,Combretaceae,Indet.Combretaceae,Indet.
33511,Elaeocarpaceae,Indet.Elaeocarpaceae,Indet.
33539,Lecythidaceae,Indet.Lecythidaceae,Indet.
33546,Loganiaceae,Indet.Loganiaceae,Indet.
33555,Melastomataceae,Indet.Melastomataceae,Indet.
33569,Indet.,Indet.Indet.,Indet.
33575,Olacaceae,Indet.Olacaceae,Indet.
33608,Rutaceae,Indet.Rutaceae,Indet.
33651,Sapindaceae,Melicoccus,pedicellaris
33653,Lauraceae,Sextonia,Indet.
33656,Ebenaceae,Diospyros,cavalcantei
33657,Clusiaceae,Garcinia,benthamiana
33663,Rubiaceae,Psychotria,ficigemma
33672,Ochnaceae,Elvasia,macrostipularis
33676,Fabaceae,Tachigali,paraensis
33679,Anacardiaceae,Tapirira,obtusa
33679,Anacardiaceae,Thyrsodium,guianense
33679,Annonaceae,Guatteria,citriodora
33679,Annonaceae,Indet.Annonaceae,Indet.
7941,Indet.,Indet.Indet.,Indet.
7941,Ulmaceae,Ampelocera,edentula
8011,Lamiaceae,Vitex,triflora
8020,Violaceae,Leonia,glycycarpa
8024,Euphorbiaceae,Sagotia,racemosa
8024,Violaceae,Paypayrola,guianensis
8032,Indet.,Indet.Indet.,Indet.
8032,Violaceae,Rinorea,flavescens
8089,Vochysiaceae,Qualea,caerulea
8096,Vochysiaceae,Qualea,rosea
8112,Vochysiaceae,Vochysia,sabatieri
8115,Vochysiaceae,Vochysia,surinamensis
8117,Vochysiaceae,Vochysia,tomentosa
8232,Indet.,Indet.Indet.,Indet.
8233,Euphorbiaceae,Alchorneopsis,Indet.
8239,Sapindaceae,Allophylus,Indet.
8248,Rubiaceae,Amaioua,Indet.
8252,Apocynaceae,Ambelania,Indet.
8343,Fabaceae,Bauhinia,Indet.
8411,Malpighiaceae,Byrsonima,Indet.
8452,Caryocaraceae,Caryocar,Indet.
8469,Urticaceae,Pourouma,minor
8491,Euphorbiaceae,Chaetocarpus,Indet.
8543,Clusiaceae,Clusia,Indet.
8550,Polygonaceae,Coccoloba,Indet.
8568,Euphorbiaceae,Conceveiba,Indet.
8580,Boraginaceae,Cordia,Indet.
8664,Cardiopteridaceae,Dendrobangia,Indet.
8698,Ebenaceae,Diospyros,Indet.
8725,Annonaceae,Duguetia,Indet.
8727,Rubiaceae,Duroia,Indet.
8788,Lecythidaceae,Eschweilera,sagotiana
8807,Indet.,Indet.Indet.,Indet.
8832,Apocynaceae,Geissospermum,argenteum
8863,Annonaceae,Guatteria,Indet.
8888,Olacaceae,Heisteria,Indet.
8891,Moraceae,Helicostylis,Indet.
8915,Apocynaceae,Himatanthus,bracteatus
8973,Rubiaceae,Isertia,Indet.
9049,Humiriaceae,Humiriastrum,subcrenatum
9050,Lauraceae,Aniba,hostmanniana
9065,Fabaceae,Lonchocarpus,Indet.
9073,Malvaceae,Lueheopsis,Indet.
9083,Euphorbiaceae,Mabea,Indet.
9117,Sapotaceae,Manilkara,Indet.
9173,Melastomataceae,Miconia,Indet.
9178,Sapotaceae,Micropholis,Indet.
9184,Olacaceae,Minquartia,Indet.
9306,Malvaceae,Pachira,Indet.
9314,Rubiaceae,Palicourea,Indet.
9326,Fabaceae,Paramachaerium,ormosioides
9329,Chrysobalanaceae,Parinari,campestris
9330,Fabaceae,Parkia,Indet.
9347,Fabaceae,Peltogyne,Indet.
9447,Sapotaceae,Pradosia,Indet.
9456,Burseraceae,Protium,opacum
9457,Rosaceae,Prunus,Indet.
9477,Fabaceae,Pterocarpus,rohrii
9477,Indet.,Indet.Indet.,Indet.
9518,Lauraceae,Rhodostemonodaphne,Indet.
9531,Violaceae,Rinorea,Indet.
9560,Humiriaceae,Sacoglottis,guianensis
9582,Araliaceae,Schefflera,decaphylla
9582,Araliaceae,Schefflera,Indet.
9687,Malvaceae,Sterculia,pruriens
9700,Loganiaceae,Strychnos,Indet.
9711,Indet.,Indet.Indet.,Indet.
9718,Indet.,Indet.Indet.,Indet.
9725,Sapindaceae,Talisia,Indet.
9733,Fabaceae,Taralea,Indet.
9742,Burseraceae,Tetragastris,altissima
9773,Ochnaceae,Touroulia,Indet.
9785,Meliaceae,Trichilia,Indet.
9845,Hypericaceae,Vismia,sessilifolia
9848,Vochysiaceae,Vochysia,Indet.
9848,Vochysiaceae,Vochysia,surinamensis
9893,Moraceae,Pseudolmedia,Indet.
9900,Myristicaceae,Virola,kwatae
9901,Lauraceae,Rhodostemonodaphne,rufovirgata
10982,Malvaceae,Sterculia,pruriens
33439,Burseraceae,Trattinnickia,boliviana
33449,Apocynaceae,Indet.Apocynaceae,Indet.
33474,Fabaceae,Indet.Fabaceae,Indet.
33516,Euphorbiaceae,Indet.Euphorbiaceae,Indet.
33528,Humiriaceae,Indet.Humiriaceae,Indet.
33531,Icacinaceae,Indet.Icacinaceae,Indet.
33563,Moraceae,Indet.Moraceae,Indet.
33569,Myrtaceae,Indet.Myrtaceae,Indet.
33606,Rubiaceae,Indet.Rubiaceae,Indet.
33611,Indet.,Indet.Indet.,Indet.
33650,Burseraceae,Protium,gallicum
33666,Sapindaceae,Talisia,hexaphylla
33679,Anacardiaceae,Anacardium,spruceanum
33679,Annonaceae,Anaxagorea,dolichocarpa
33679,Apocynaceae,Geissospermum,laeve
33679,Apocynaceae,Lacmellea,aculeata
1092,Indet.,Indet.Indet.,Indet.
1093,Bignoniaceae,Handroanthus,serratifolius
1105,Malvaceae,Catostemma,commune
1113,Malvaceae,Eriotheca,globosa
1114,Malvaceae,Eriotheca,globosa
1117,Malvaceae,Matisia,ochrocalyx
1119,Malvaceae,Pachira,flaviflora
1127,Malvaceae,Luehea,speciosa
1147,Boraginaceae,Cordia,laevifrons
1158,Boraginaceae,Cordia,sprucei
1174,Melastomataceae,Henriettea,maroniensis
1214,Melastomataceae,Mouriri,dumetosa
1225,Meliaceae,Guarea,costata
1233,Meliaceae,Trichilia,martiana
1237,Moraceae,Batocarpus,Indet.
1247,Moraceae,Ficus,gomelleira
1255,Moraceae,Ficus,panurensis
1303,Myrtaceae,Eugenia,excelsa
1314,Myrtaceae,Eugenia,macrocalyx
1329,Myrtaceae,Eugenia,tapacumensis
1331,Myrtaceae,Marlierea,ferruginea
1335,Myrtaceae,Myrcia,fallax
1340,Myrtaceae,Myrcia,magnoliifolia
1362,Myrtaceae,Indet.Myrtaceae,sp.FG2
1368,Burseraceae,Dacryodes,nitens
1369,Myrtaceae,Indet.Myrtaceae,sp.L4
1377,Burseraceae,Protium,decandrum
1382,Burseraceae,Protium,giganteum
1387,Burseraceae,Protium,heptaphyllum
1406,Burseraceae,Tetragastris,altissima
1408,Burseraceae,Tetragastris,altissima
1410,Burseraceae,Trattinnickia,demerarae
1434,Nyctaginaceae,Indet.Nyctaginaceae,sp.P1
1444,Nyctaginaceae,Indet.Nyctaginaceae,sp.P9
1450,Ochnaceae,Ouratea,cerebroidea
1462,Fabaceae,Bocoa,prouacensis
1468,Olacaceae,Cathedra,acuminata
1471,Olacaceae,Heisteria,barbata
1488,Phyllanthaceae,Richeria,grandis
1499,Primulaceae,Cybianthus,guyanensis
1500,Primulaceae,Cybianthus,microbotrys
1507,Fabaceae,Crudia,aromatica
1517,Rhamnaceae,Ziziphus,cinnamomum
1520,Rosaceae,Prunus,accumulans
1530,Rubiaceae,Cordiera,myrciifolia
1538,Fabaceae,Dimorphandra,polyandra
1559,Rubiaceae,Isertia,spiciformis
1570,Rubiaceae,Psychotria,anceps
1571,Rubiaceae,Psychotria,mapourioides
1601,Salicaceae,Casearia,acuminata
1609,Salicaceae,Casearia,guianensis
1652,Fabaceae,Swartzia,arborescens
1654,Fabaceae,Swartzia,benthamiana
1655,Sapindaceae,Matayba,inelegans
1680,Sapindaceae,Talisia,mollis
1692,Fabaceae,Swartzia,polyphylla
1692,Indet.,Indet.Indet.,Indet.
1703,Sapotaceae,Ecclinusa,lanceolata
1704,Sapotaceae,Elaeoluma,nuda
1713,Sapotaceae,Micropholis,sanctae-rosae
1718,Sapotaceae,Micropholis,trunciflora
1720,Sapotaceae,Pouteria,aubrevillei
